lake_id,Lake,Canton,Elevation,Area,is_lake_link,link,latlng,with_geojson,description,lake_type,max_length,max_width,max_depth,water_volume,Region,Date,Altitude,pH,Conductivity,Temperature,O2
79,Turtmannsee,Valais,2177,9.84,TRUE,https://en.wikipedia.org///wiki/Turtmannsee,"[46.168919, 7.693373]",TRUE,"The Turtmannsee is a reservoir located south of Gruben/Meiden at the foot of the Turtmann Glacier, in the Swiss canton of Valais. The lake has a surface area of 0.092 km² and is located at 2,177 metres above sea level. It is split between the municipalities of Oberems (west) and Turtmann-Unterems (east). Just above the Turtmannsee lies a smaller reservoir.",,,,,,,,,,,,
80,Tschawinersee,Valais,2174,6.45,TRUE,https://en.wikipedia.org///wiki/Tschawinersee,"[46.1470046, 8.1372517]",TRUE,"Tschawinersee is a lake in the canton of Valais, Switzerland. Located at an elevation of 2174 m, its surface area is 6.2 ha.",,,,,,,,,,,,
81,Lägh da l'Albigna,Graubünden,2163,125.81,TRUE,https://en.wikipedia.org///wiki/L%C3%A4gh_da_l%27Albigna,"[46.3332036, 9.6467464]",TRUE,"Albigna Lake (German: Albignasee, Italian: Lago da l'Albigna, Romansh: Lägh da l'Albigna) is a reservoir in the canton of Graubünden, Switzerland. It is located in the municipality of Vicosoprano at an elevation of 2,163 metres (7,096 ft) on the southwest side of the Bregaglia valley, northeast of Pizzo Cacciabella. The lake has a surface area of 1.13 square kilometres (280 acres). Its outflow, the Albigna River, is a left tributary of the Mera River.",reservoir,,,108 m (354 ft),,,,,,,,
82,Lej da Vadret,Graubünden,2160,42.9,TRUE,https://en.wikipedia.org///wiki/Lej_da_Vadret,"[46.4010639, 9.850708200000001]",TRUE,"Lej da Vadret is a lake below Roseg Glacier in the Grisons, Switzerland.",,1.5 km (0.93 mi),300 m (980 ft),,,,,,,,,
83,Totensee,Valais,2160,19.35,TRUE,https://en.wikipedia.org///wiki/Totensee,"[46.56113939999999, 8.341266]",FALSE,"Totesee (Germanized: Totensee) is a small natural lake (18 ha or 44 acres) at the Grimsel Pass in Switzerland. The lake lies immediately to the south of the natural watershed and cantonal boundary at the pass. It is therefore in the canton of Valais, and it would naturally drain into the river Rhône in the valley below. However a dam has been constructed to enable its use as a reservoir, increasing its size and raising its level by 16 metres (52 ft). As part of this work, an aqueduct supplies water to the Grimselsee, which drains into the river Aare and thus forms part of the Rhine catchment.In November 2006, the lake's entire trout population died, possibly due to algae.The name Totensee (also: Lake Toten, literally ""Lake of the Dead"") is said to be derived from soldiers of Duke Berchtold V of Zähringen driven into the lake by the people of Valais after the Battle of Ulrichen in 1211.","natural lake, reservoir",,,34 m (112 ft),"2.5 million cubic metres (2,000 acre⋅ft)",,,,,,,
84,Lago di Val Viola,Graubünden,2159,8.39,TRUE,https://en.wikipedia.org///wiki/Lago_di_Val_Viola,"[46.404179, 10.138908]",FALSE,"Lago di Val Viola (Lagh da Val Viola) is a lake in the Grisons, Switzerland. The lake is located near Lago di Saoseo, in the Poschiavo region.",,,,13.2 m (43 ft),,,,,,,,
85,Lago della Crosa,Ticino,2153,17.37,TRUE,https://en.wikipedia.org///wiki/Lago_della_Crosa,"[46.3710015, 8.4820522]",FALSE,"Lago della Crosa or rather Laghi della Crosa are a pair of lakes in the canton of Ticino, Switzerland. The upper Lago della Crosa, located at an elevation of 2153 m, has a surface area of 17 ha (42 acres). The lower lake, at an elevation of 2116 m, has an area of 7 ha (17 acres).",,,,70 m (230 ft),,,,,,,,
86,Gaulisee,Bern,2146,28.3,FALSE,https://en.wikipedia.org///wiki/Gauligletscher,"[46.610513, 8.211542]",TRUE,,,,,,,,,,,,,
87,Lago di Lucendro,Ticino,2135,54.27,TRUE,https://en.wikipedia.org///wiki/Lago_di_Lucendro,"[46.5620085, 8.5406545]",TRUE,"Lago di Lucendo is a reservoir at the St. Gotthard Pass in the municipality of Airolo of the canton of Ticino, Switzerland. The dam Lucendro with a height of 73 m was completed in 1947. Media related to Lago di Lucendro at Wikimedia Commons",,,,96 m (315 ft),25×10^6 m3 (880×10^6 cu ft),,,,,,,
88,Lac de Fully,Valais,2128,20.39,TRUE,https://en.wikipedia.org///wiki/Lac_de_Fully,"[46.179116, 7.094509299999999]",FALSE,"Lac de Fully (or Lac supérieur de Fully) is a reservoir in the canton of Valais, Switzerland. The lake's surface area is 21 ha (52 acres).","natural lake, reservoir",,,,,,,,,,,
89,Lago Superiore,Ticino,2128,8.51,FALSE,,"[46.4758168, 8.5844916]",TRUE,,,,,,,,,,,,,
90,Laghi della Crosa (east lake),Ticino,2116,9.03,TRUE,https://en.wikipedia.org///wiki/Laghi_della_Crosa,"[46.373604, 8.492109]",FALSE,"Lago della Crosa or rather Laghi della Crosa are a pair of lakes in the canton of Ticino, Switzerland. The upper Lago della Crosa, located at an elevation of 2153 m, has a surface area of 17 ha (42 acres). The lower lake, at an elevation of 2116 m, has an area of 7 ha (17 acres).",,,,70 m (230 ft),,,,,,,,
91,Clariden Gletschersee,Uri,2098,7.8,FALSE,,"[46.856558, 8.871150]",FALSE,,,,,,,,,,,,,
92,Chummibort,Valais,2097,4.81,FALSE,,"[46.323384, 8.165995]",FALSE,,,,,,,,,,,,,
93,Lago di Sassolo,Ticino,2074,5.56,FALSE,,"[46.4760764, 8.5930917]",TRUE,,,,,,,,,,,,,
94,Iffigsee,Bern,2065,10.19,TRUE,https://en.wikipedia.org///wiki/Iffigsee,"[46.3868613, 7.4055737]",TRUE,"Iffigsee is a lake near Lenk, in Canton of Berne, Switzerland. The lake is located in the Iffigtal, near Rawil Pass. To the south of the lake is the Wildhorn (3,248 metres).",,,,,,,,,,,,
95,Laghetto Moesola,Graubünden,2062,5.73,FALSE,,"[46.4927926, 9.1708711]",TRUE,,,,,,,,,,,,,
96,Seewlisee,Uri,2028,8.69,TRUE,https://en.wikipedia.org///wiki/Seewlisee,"[46.811111, 8.714444]",FALSE,"Seewlisee (or Seewli) is a lake in Uri, Switzerland at an elevation of 2028 m. Its surface area is 9 ha (22 acres). The lake lies at the foot of the Gross Windgällen.The lake can be reached by foot in 2–3 hours from the cable car Silenen-Chilcherbergen.",,,,,,,,,,,,
97,Oberalpsee,Uri,2027,18.59,TRUE,https://en.wikipedia.org///wiki/Oberalpsee,"[46.660586, 8.6640453]",TRUE,Oberalpsee is a lake just below Oberalp Pass on the side of the Canton of Uri in Switzerland.,natural lake,,,,,,,,,,,
98,Lac de Sanetsch,Valais,2024,28.42,TRUE,https://en.wikipedia.org///wiki/Lac_de_Sanetsch,"[46.35749999999999, 7.295556]",FALSE,"Lac de Sanetsch (also Lac de Sénin, German: Sanetsch See) is a reservoir below Sanetsch Pass in Valais, Switzerland. Its surface area is 29 ha (72 acres). The Sanetsch dam was built in 1965. The gravity dam has a height of 42 metres (138 ft).",reservoir,,,,,,,,,,,
99,Lago di Tom,Ticino,2022,9.26,TRUE,https://en.wikipedia.org///wiki/Lago_di_Tom,"[46.5503188, 8.6888334]",TRUE,"Lago di Tom is a lake in the Piora Valley, in the canton of Ticino, Switzerland. Its surface area is 13 ha (32 acres).",,,,,,,,,,,,
100,Bettmersee,Valais,2009,6.1,TRUE,https://en.wikipedia.org///wiki/Bettmersee,"[46.3940187, 8.061035799999999]",TRUE,"Bettmersee is a lake above Bettmeralp in the canton of Valais, Switzerland. Its surface area of 5.5 hectares (14 acres) is located at an elevation of 2,006 metres (6,581 ft).",artificial lake,,,,,,,,,,,
101,Lago di Mognola,Ticino,2003,5.87,FALSE,,"[46.4303446, 8.689253299999999]",FALSE,,,,,,,,,,,,,
102,Tannensee,Obwalden,1976,33.96,TRUE,https://en.wikipedia.org///wiki/Tannensee,"[46.7741132, 8.30658]",TRUE,"Tannensee is a reservoir in Obwalden, Switzerland. In 1958, Tannenbach and few other creeks were dammed with an earth-fill dam. The reservoir has a volume of 3.8 mio m³ and its surface area is 33 ha (82 acres). The reservoir is used to generate electricity at Kraftwerk Hugschwendi in Kerns.",reservoir,,,,"3.8 million cubic metres (3,100 acre⋅ft)",,,,,,,
103,Lac de Mauvoisin,Valais,1961,225.57,TRUE,https://en.wikipedia.org///wiki/Lac_de_Mauvoisin,"[45.9792839, 7.3536334]",TRUE,"Lac de Mauvoisin is a reservoir in the canton of Valais, Switzerland. The reservoir is formed by the Mauvoisin Dam, which is 250 metres (820 ft) high. The dam is currently the 11th highest in the world, and the 6th highest arch dam. It was built in 1951–1957, and raised by 13.5 metres (44 ft) in 1991.The reservoir lies in the upper Val de Bagnes, between the massif of the Grand Combin, one of the highest mountains of the Alps, and La Ruinette. The highest peak visible from the lake is the Combin de la Tsessette (4,135 metres (13,566 ft)).Mauvoisin Dam, with Mont Blanc de Cheilon in the backgroundDranse de Bagnes, a stream flowing from the Mauvoisin lake",reservoir,4.9 km (3.0 mi),,180 m (590 ft),,,,,,,,
104,Lai da Curnera,Graubünden,1956,79.39,TRUE,https://en.wikipedia.org///wiki/Lai_da_Curnera,"[46.6254735, 8.7141087]",TRUE,"Lai da Curnera is a reservoir on the river Rein da Curnera in the municipality of Tujetsch, in the Grisons, Switzerland. The reservoir is linked to Lai da Sontga Maria and Lai da Nalps in the neighboring valley. The lake's volume is 41.1 million cubic metres (33,300 acre⋅ft) and its surface area 81 ha (200 acres).All surrounding rivers are diverted into the reservoir, among them the Rein da Tuma, coming from Lai da Tuma (Tomasee), near the Oberalp Pass and known as the source of the river Rhine. The Vorderrhein, or Anterior Rhine as the Rhine is called in this area, passes just about 2 kilometers north to the barrier of the lake. A multiday trekking route is signposted along the young Rhine called Senda Sursilvana, from where the barrier can be spotted easily.",reservoir,,,136 m (446 ft),"41.1 million cubic metres (33,300 acre⋅ft)",,,,,,,
105,Lago di Robièi,Ticino,1940,24.61,TRUE,https://en.wikipedia.org///wiki/Lago_di_Robi%C3%A8i,"[46.4458342, 8.5162558]",TRUE,"Lago di Robièi is a lake in Ticino, Switzerland. The reservoir has a volume of 6,700,000 cubic metres (5,400 acre⋅ft) and a surface area of 24 ha (59 acres). It is located at an elevation of 1,940 metres (6,360 ft) near Lago dei Cavagnöö and Lago del Zött.The reservoir can be reached by following the road through the Maggia Valley to Bignasco and proceeding to San Carlo. From San Carlo, an aerial tramway leads to the dam 900 metres (3,000 ft) above.The dam was completed in 1967.",reservoir,,,50 m (160 ft),,,,,,,,
106,Lago del Zött,Ticino,1940,14.83,TRUE,https://en.wikipedia.org///wiki/Lago_del_Z%C3%B6tt,"[46.4334646, 8.503680899999999]",TRUE,"Lago del Zött is a reservoir in the canton of Ticino, Switzerland, with a surface area of 0.13 km². Its 36 m arch dam was completed in 1967 and holds a volume of 1.65 mio m³.",reservoir,,,,"1.65 million cubic metres (1,340 acre⋅ft)",,,,,,,
107,Sägistalsee,Bern,1937,7.25,TRUE,https://en.wikipedia.org///wiki/S%C3%A4gistalsee,"[46.6801097, 7.976250800000001]",TRUE,"Sägistalsee is a lake in Canton of Berne, Switzerland. Its surface area is 7 ha (17 acres). The lake's sediments were studied to determine past climate and human activities.",,,,9.7 m (32 ft),,,,,,,,
108,Steinsee,Bern,1932,11.64,TRUE,https://en.wikipedia.org///wiki/Steinsee,"[46.7250166, 8.4334318]",FALSE,"Steinsee is a lake at Stein Glacier near Susten Pass in the Canton of Berne, Switzerland.",,,,19 m (62 ft),,,,,,,,
109,Lago di Lei,Graubünden,1931,404.51,TRUE,https://en.wikipedia.org///wiki/Lago_di_Lei,"[46.4523257, 9.4429383]",TRUE,"Lago di Lei is a reservoir in the Valle di Lei, powering the Hinterrhein storage power stations. The reservoir is almost entirely in Italy, but the barrage was built on territory ceded by Italy to Switzerland (municipality of Innerferrera, Grisons) in 1955 after diplomatic talks, while an equivalent sized territory further north of the lake was ceded to Italy in the exchange. The dam is operated by Kraftwerke Hinterrhein.The waters of the lake are the only waters in Italian territory that drain to the North Sea, being part of the Rhine's drainage basin. Other waters of Italy that do not flow to the Mediterranean Sea are found in the valley of Livigno, valley of Sexten, Puster Valley east of Innichen, and most of the waters of the municipality of Tarvisio east of Sella Nevea: all these waters flow to the Black Sea through the basin of the Danube.",hydroelectric reservoir,7.7 km (4.8 mi),,133 m (436 ft),"197 million cubic metres (160,000 acre⋅ft)",,,,,,,
110,Lac d'Emosson,Valais,1930,321.44,TRUE,https://en.wikipedia.org///wiki/Lac_d%27Emosson,"[46.0831928, 6.9141892]",TRUE,"The Lac d'Émosson (Lake Émosson) is a reservoir in the canton of Valais, Switzerland. It is located in the municipalities of Salvan and Finhaut.  The closest small city in Switzerland is Martigny.  The lake has a surface area of 3.27 km² and an elevation of 1,930 m. The maximum depth is 161 m. The purpose of the Émosson Dam is hydroelectric power generation. Water from the reservoir first powers the 189 MW Vallorcine Power Station downstream and just over the border in Vallorcine, France. Water is then sent through a headrace tunnel to the 162 MW La Bâtiaz Power Station, 12 km (7 mi) to the east in Martigny, Switzerland. The drop between the dam and La Bâtiaz Power Station is 1,400 m (4,593 ft).The first dam of Émosson (also known as Barberine Dam) was built in 1925. The current dam with a height of 180 m was constructed between 1969 and August 1973 and floods the old dam. The reservoir was fully impounded on 10 September 1975, it increased the reservoir's volume from 40 million m³ to 227 million m³. The old dam can still be seen when the water level in the Lac d'Émosson is very low.The lake will serve as the lower reservoir for the 900 MW Nant de Drance Hydropower Plant which is expected to be operational beginning in 2018.In 1955, another dam was built 300m higher above the now existing lake. This lake is now known as the Lac du Vieux Émosson.The dam can be reached by road or by a funicular-train-funicular trip. The Châtelard funicular railway is the first used from the valley bottom, it is the steepest 2-cabin funicular railway in the world with a gradient of 87 percent.Construction of the new Émosson dam, 1971Detail of the arch damLac d’Émosson, viewed from Col du PassetMinifunic du Châtelard VSThe old gravity dam is visible when the water level is low",reservoir,,,161 m (528 ft),"227 million cubic metres (184,000 acre⋅ft)",,,,,,,
111,Lac de Salanfe,Valais,1925,179.56,TRUE,https://en.wikipedia.org///wiki/Lac_de_Salanfe,"[46.1410515, 6.9567844]",TRUE,"Lac de Salanfe is a lake in the municipality of Evionnaz, Valais, Switzerland. The reservoir is located at an elevation of 1925 m. Its surface area is 1.62 km2 (0.63 sq mi).It can be reached by 6.5 km-long footpath from Vernayaz.The dam Salanfe was completed in 1952.Different major walking trails cross in Salanfe. The two biggest are 'Le tour des Dents du Midi' and the Via Alpina. Many hikers stay the night at the refuge situated next to the lake. Media related to Lac de Salanfe at Wikimedia Commons",,2 km (1.2 mi),,48 m (157 ft),,Evionnaz,19.10.21,1925,"8,28",177,"8,8","9,59"
112,Lago Palü,Graubünden,1923,5.36,TRUE,https://en.wikipedia.org///wiki/Lago_Pal%C3%BC,"[46.372778, 10.025833]",FALSE,"Palü Lake (Italian: Lago Palü, Romansh: Lagh da Palü, German Palüsee) is a lake below Piz Palü in the Swiss canton of Graubünden. It has an elevation of 1,923 m (6,309 ft) and a surface area of 5.2 ha (13 acres). Water from Palü Glacier feeds into the lake.In 1926, a dam was built enabling use of the lake as a reservoir. The nearby Palü hydro-electric power station  has an installed capacity of 10 MW and is fed by a pressurised pipe-line from Lago Bianco. The outfall from this plant, along with water from Lago Palü, feeds an underground pipeline to the Cavaglia power station  at Cavaglia. The 800-metre (2,600 ft) tunnel connecting the two plants also accommodates a funicular railway that is open to the public during tours of the plants.","natural lake, reservoir",,,,,,,,,,,
113,Lago Cadagno,Ticino,1921,26.28,TRUE,https://en.wikipedia.org///wiki/Lago_Cadagno,"[46.55037420000001, 8.7119234]",TRUE,"Lake Cadagno (Italian: Lago di Cadagno) is a meromictic lake in the Piora valley (canton of Ticino), Switzerland. As one of a few meromictic lakes in Europe, it is the object of numerous scientific studies. The Piora valley - located in the Saint-Gotthard Massif (central Swiss Alps) in the Southern part of Switzerland near Airolo at an altitude of 1921 m above sea level - is a landlocked alpine valley whose scientific value has been recognized for more than two centuries. In the past, the lake was used as a reservoir.Lake Cadagno is a rare example of crenogenic meromixis. Its waters show a permanent stratification due to a natural geological phenomenon. The lower abounds with dissolved mineral salts (sulphate, magnesium, calcium, carbonate) originating from sublacustrine springs, whereas the separate upper layer is permanently oxygenated. Anaerobic phototrophic bacteria – among them Chromatium okenii—thrive between the two layers where they find the ideal conditions for their development. Such an ecosystem provides a good opportunity to study the metabolisms connected with eutrophication on a stable model, as it is well known that one of the advanced stages of eutrophication is biogenic meromixis.For the last 25 years the area has been increasingly used for scientific purposes, both for teaching and researching various environmental subjects. In view of stimulating educational and scientific activities at a university level, the Alpine Biology Center (ABC) has been set up by the Canton of Ticino, in cooperation with the universities of Geneva and Zurich. For this purpose, two 16th century buildings of the Alpe Piora have been turned into a laboratory and lodgings. The Microbiology Institute of the canton of Ticino is responsible both for managing the center and coordinating its activities.Cyclobotryococcatriene, a botryococcene-related hydrocarbon, was isolated from and identified in organic-rich sediments in Lake Cadagno in 2000.Tonolla M, Storelli N, Danza F, Ravasi D, Peduzzi S, Posth NR, et al. Ecology of Meromictic Lakes - Lake Cadagno: Microbial Life in CrenogenicMeromixis. chapter 7; Vol. 228. 2017. Available from: https://link.springer.com/10.1007/978-3-319-49143-1","meromictic, reservoir","842 m (2,762 ft)","423 m (1,388 ft)",21 m (69 ft) (summer),"2,420,000 m3 (1,960 acre⋅ft) (summer)",,,,,,,
114,Lai da Palpuogna,Graubünden,1918,4.93,TRUE,https://en.wikipedia.org///wiki/Lai_da_Palpuogna,"[46.5811771, 9.7859172]",FALSE,"Lai da Palpuogna (Romansh; German: Palpuognasee) is a mountain lake at Albula Pass in the municipality of Bergün, in the Grisons, Switzerland. In a 2007 television program of the Swiss channel SF 1, the lake was voted the most beautiful place in Switzerland.",natural lake,"500 m (1,600 ft)",100 m (330 ft),25 m (82 ft),,,,,,,,
115,Grimselsee,Bern,1908,268.8,TRUE,https://en.wikipedia.org///wiki/Grimselsee,"[46.5662617, 8.3043379]",TRUE,"The Grimselsee or Lake Grimsel is an artificial lake near the Grimsel Pass in the Canton of Berne, Switzerland. With a volume of 95 mio m³, it is larger than other hydroelectric reservoirs in the region: Oberaarsee, Räterichsbodensee and Gelmersee. The dam was completed in 1932 and is operated by Kraftwerke Oberhasli AG (KWO). It is located in the municipality of Guttannen.","artificial lake, hydroelectric reservoir",,,,"95 million cubic metres (77,000 acre⋅ft)",,,,,,,
116,Lai da Sontga Maria,Graubünden/Ticino,1908,177.35,TRUE,https://en.wikipedia.org///wiki/Lai_da_Sontga_Maria,"[46.5766693, 8.7960617]",TRUE,"Lai da Sontga Maria (Italian: Lago di Santa Maria) is a lake, located north of the Lukmanier Pass in Switzerland. It lies almost entirely in the municipality of Medel (canton of Graubünden), a tiny fraction of the south-west part of the lake belonging to the municipalities of Quinto and Blenio (canton of Ticino). The reservoir has a surface area is 1.77 km2 (0.68 sq mi). The arch dam Santa Maria was completed in 1968. The main road of the Lukmanier Pass runs along the eastern shore of the lake.The lake lies at a height of 1,908 metres above sea level and is surrounded by mountains over 3,000 metres on both sides. The highest peak overlooking Lai da Sontga Maria is the Scopi (3,190 m), on the east side. On the west side are Piz Gannaretsch (3,040 m) and Piz Rondadura (3,016 m). On the south side (in Ticino), the lake is overlooked by Pizzo dell'Uomo (2,663 m). The lake is drained by the Rein da Medel, a tributary of the Anterior Rhine.In the lake, there is an anchor pylon of Lukmanier Powerline.",reservoir,,,86 m (282 ft),,,,,,,,
117,Lai da Nalps,Graubünden,1908,90.12,TRUE,https://en.wikipedia.org///wiki/Lai_da_Nalps,"[46.63138740000001, 8.7637115]",FALSE,"Lai da Nalps is a reservoir in the municipality of Tujetsch, Grisons, Switzerland. It has a capacity of 45 million m³ and a surface area of 0.91 km². The reservoir is connected to Lai da Sontga Maria and Lai da Curnera in neighboring valleys.",reservoir,2.0 km (1.2 mi),,122 m (400 ft),"45 million cubic metres (36,000 acre⋅ft)",,,,,,,
118,Lägh da Cavloc,Graubünden,1907,10.08,TRUE,https://en.wikipedia.org///wiki/L%C3%A4gh_da_Cavloc,"[46.3796328, 9.705598499999999]",TRUE,"Lägh da Cavloc (Italian: Lago di Cavloccio) is a lake near Maloja Pass in the Val Forno, Grisons, Switzerland.While the northern shore is rocky and lined with pine trees, there is a beach on the shallow southern shore that is a popular swimming spot despite the cold water temperature.There is a mountain restaurant at the lake and the Alp da Cavloc is located south of the lake.The lake can be reached on an easy hiking trail from Maloja in about an hour's hiking time. In winter, the trail is groomed as a winter hiking trail and cross-country ski trail.The lake was painted by Giovanni Giacometti in 1922.",,,,17 m (56 ft),,,,,,,,
119,Eisee,Obwalden,1896,4.5,FALSE,,"[46.79094509999999, 8.0647661]",TRUE,,,,,,,,,,,,,
120,Melchsee,Obwalden,1891,50.7,TRUE,https://en.wikipedia.org///wiki/Melchsee,"[46.7712004, 8.2719943]",TRUE,"Melchsee is a lake in the canton of Obwalden, Switzerland. It lends its name to the resort Melchsee-Frutt, in the municipality of Kerns. At an elevation of 1891 m, its surface area is 54 ha (130 acres).","reservoir, natural lake, oligotrophic",,,18 m (59 ft),,,,,,,,
121,Mattenalpsee,Bern,1876,18.64,TRUE,https://en.wikipedia.org///wiki/Mattenalpsee,"[46.631959, 8.234841]",TRUE,"Mattenalpsee (or Lake Mattenalp) is a reservoir in the municipality of Innertkirchen, Canton of Berne, Switzerland. Its surface area is 18.6 ha (46 acres). The reservoir receives the water from Gauli Glacier. The water is channeled into Räterichsbodensee.",reservoir,,,,,,,,,,,
122,Zervreilasee,Graubünden,1862,156.48,TRUE,https://en.wikipedia.org///wiki/Zervreilasee,"[46.56950759999999, 9.1018592]",TRUE,"Zervreilasee is a reservoir located south-west of Vals in the canton of Graubünden, Switzerland. The lake has a surface area of 1.61 km² and an elevation of 1,862 m. The maximum depth is 140 m.The dam is 151 m high and was completed in 1957. The village of Zervreila was flooded after the construction of the dam. A 150-metre-long bridge (Canalbrücke) crosses the southern bay of the lake.The Zervreilasee, located near the upper end of the Valser Tal, is surrounded by peaks over 3,000 metres. The highest visible from the lake is the Güferhorn (3,379 m), located on the south side. Other peaks are the Fanellhorn (3,124 m), the Frunthorn (3,030 m), Piz Scharboda (3,122 m), the Plattenberg (3,041 m) and the Furggeltihorn (3,043 m). The Zervreilahorn is a sharp peak overlooking the lake from its south-west side.",reservoir,,,140 m (460 ft),"101 million cubic metres (82,000 acre⋅ft)",,,,,,,
123,Limmernsee,Glarus,1857,134.03,TRUE,https://en.wikipedia.org///wiki/Limmernsee,"[46.83537949999999, 9.0135015]",FALSE,"Limmernsee (or Limmerensee) is a reservoir in the Canton of Glarus, Switzerland, between the peaks of  Muttenchopf (2,482 m), Selbsanft (2,950 m) and Kistenstöckli (2,746 m). It may be reached by aerial tramway or by foot from Linthal.The Limmern dam was completed in 1963 and is the largest reservoir used by the Linth–Limmern Power Stations. The lake's surface area is 1.36 km2 (0.53 sq mi).",reservoir,3 km (1.9 mi),,122 m (400 ft),"93 million cubic metres (75,000 acre⋅ft)",,,,,,,
124,Glattalpsee,Schwyz,1855,27.65,TRUE,https://en.wikipedia.org///wiki/Glattalpsee,"[46.9197334, 8.903842]",TRUE,"Glattalpsee is a reservoir on Glattalp, above Bisisthal, in the municipality of Muotathal, Canton of Schwyz, Switzerland. Its surface area is 39 ha (96 acres). On February 7, 1991, the record low temperature of −52.5 °C (−62.5 °F) was registered.",reservoir,,,,,,,,,,,
125,Lago d'Alzasca,Ticino,1855,10.77,TRUE,https://en.wikipedia.org///wiki/Lago_d%27Alzasca,"[46.26545170000001, 8.585900300000002]",TRUE,"Lago d'Alzasca is a lake in the canton of Ticino, Switzerland. Its surface area is 10 ha (25 acres).",,,,,,,,,,,,
126,Engstlensee,Bern,1851,45.95,TRUE,https://en.wikipedia.org///wiki/Engstlensee,"[46.7739067, 8.3563524]",TRUE,"Engstlensee is a natural lake used as a reservoir in the municipality of Innertkirchen, Bernese Oberland, Switzerland. It is located near Joch Pass at an elevation of 1850 m. It can be reached by gondola and by foot from Titlis.The reservoir has a volume of 10.7 million m³ whereof 2 million m³ are used for electricity production. The lake's surface area is 44 ha (110 acres).The water of the Engstlensee passes through a tunnel in the neighbouring Gadmental valley before being used in the Fuhren, Hopflauenen and Innertkirchen power stations.An inn  on the shore of the Engstlensee is the scene of a crucial meeting between the protagonists of H. G. Wells' 1913 novel The Passionate Friends.","reservoir, natural lake",,,49 m (161 ft),"10.7 million cubic metres (8,700 acre⋅ft)",,,,,,,
127,Lago Tremorgio,Ticino,1851,39.84,TRUE,https://en.wikipedia.org///wiki/Lago_Tremorgio,"[46.4794564, 8.719898299999999]",TRUE,"Tremorgio Lake is a mountain lake above Rodi and Fiesso, in the municipality of Prato Leventina in the canton of Ticino, Switzerland. Its surface area is 39 ha (96 acres).The lake can be reached by aerial cable car from Rodi.",,,,57 m (187 ft),,,,,,,,
128,Lago Ritom,Ticino,1850,146.17,TRUE,https://en.wikipedia.org///wiki/Lago_Ritom,"[46.54040860000001, 8.690444]",TRUE,"Lago Ritom is a lake in the Piora valley, Ticino, Switzerland. The natural lake is used as a reservoir by the Swiss Federal Railways (SBB-CFF-FFS) to generate hydro-electric power for the Gotthard line. The first dam was built in 1918 and, in 1950, its height was increased by 23 m.The lake's surface area is 1.49 km² at an elevation of 1850 m. With Lake Cadagno and Lago di Tom, it is one of the main lakes in the Piora valley.Before being used as a reservoir, Lake Ritom was a meromictic lake similar to the nearby Lake Cadagno.The lake can be reached by funicular from Piotta 786 m below. The track with a length of 1,369 m has a maximum inclination of 87.8%, the highest in Europe after the Gelmerbahn funicular (106%).","reservoir, natural lake",,,69 m (226 ft),"48 million cubic metres (39,000 acre⋅ft)",,,,,,,
129,Gelmersee,Bern,1850,61.7,TRUE,https://en.wikipedia.org///wiki/Gelmersee,"[46.615792, 8.3302012]",TRUE,"Gelmersee (or Lake Gelmer) is a reservoir in Bernese Oberland, Switzerland. The hydroelectric reservoir was completed in 1932, at about the same time as the Grimselsee reservoir, and both are  operated by Kraftwerke Oberhasli. The reservoir's volume is 13 million m³ and its surface area 64.5 ha (159 acres).The reservoir may be reached by the Gelmerbahn from Handegg, Guttannen at 1,412 m. The funicular's track with a length of 1,028 m has a maximum inclination of 106%.",reservoir,,,48 m (157 ft),"13 million cubic metres (11,000 acre⋅ft)",,,,,,,
130,Lac Lioson,Vaud,1848,6.59,TRUE,https://en.wikipedia.org///wiki/Lac_Lioson,"[46.3863729, 7.1291166]",TRUE,"Lac Lioson is a lake in the municipality of Ormont-Dessous, near Les Mosses, in the canton of Vaud, Switzerland. Its surface area is 7 ha (17 acres).The lake is used for fishing and ice diving.",,,,,,,,,,,,
131,Spilauersee,Uri,1837,5.15,TRUE,https://en.wikipedia.org///wiki/Spilauersee,"[46.9234477, 8.6934954]",FALSE,"Spilauersee is a lake in the Canton of Uri, Switzerland, below Rossstock. The lake can be reached by foot in half an hour from the Chäppeliberg–Lidernen cable car (or aerial tramway).",,,,,,,,,,,,
132,Seebergsee,Bern,1831,5.75,TRUE,https://en.wikipedia.org///wiki/Seebergsee,"[46.5775306, 7.443386999999999]",TRUE,"Seebergsee is a lake in the Canton of Berne, Switzerland. Its surface area is 6 ha (15 acres).",,,,15.5 m (51 ft),0.38 hm3 (310 acre⋅ft),,,,,,,
133,Ober Murgsee,St. Gallen,1820,19.67,TRUE,https://en.wikipedia.org///wiki/Ober_Murgsee,"[47.0399639, 9.1553494]",FALSE,"Oberer Murgsee (or ""Ober Murgsee"") is a lake in the Murg valley (Murgtal), in the canton of St. Gallen, Switzerland. It is the highest of the three Murgseen.The lake is drained by the Murgbach which empties into Lake Walen at Murg (municipality of Quarten).",natural lake,,,26 m (85 ft),,,,,,,,
134,Sachsler Seefeld,Obwalden,1819,5.32,FALSE,,"[46.788508, 8.231704]",FALSE,,,,,,,,,,,,,
